region_idx,region_name,mean_Controls,mean_Coma,U_statistic,p_value,fdr_sig
200,7Networks_RH_Default_Temp_1,8.5,7.3571,160.0,0.4932238328432933,False
201,7Networks_RH_Default_Temp_2,8.4,12.4286,120.0,0.4927569765306017,False
202,7Networks_RH_Default_Temp_3,4.95,5.0,114.5,0.37295114366395365,False
203,7Networks_RH_Default_Temp_4,7.4,7.7143,123.0,0.5623662987872713,False
204,7Networks_RH_Default_Temp_5,4.0,4.4286,138.0,0.9567077415971201,False
205,7Networks_RH_Default_PFCv_1,8.35,17.7143,97.5,0.14070066874482368,False
206,7Networks_RH_Default_PFCdPFCm_1,4.6,11.5,79.5,0.03408381283942131,False
207,7Networks_RH_Default_PFCdPFCm_2,4.55,9.2143,127.5,0.6717001918324849,False
208,7Networks_RH_Default_PFCdPFCm_3,1.3,1.0714,144.5,0.7760108986578266,False
209,7Networks_RH_Default_PFCdPFCm_4,13.5,20.0,97.0,0.13636425909884456,False
210,7Networks_RH_Default_PFCdPFCm_5,11.7,18.3571,96.0,0.12755529844728308,False
211,7Networks_RH_Default_PFCdPFCm_6,10.5,14.7857,135.5,0.8881983112817902,False
212,7Networks_RH_Default_PFCdPFCm_7,8.95,13.1429,126.5,0.6467012408887836,False
213,7Networks_RH_Default_pCunPCC_1,6.4,5.7143,153.5,0.6470327253246697,False
214,7Networks_RH_Default_pCunPCC_2,14.1,13.8571,163.5,0.41981331909155917,False
215,7Networks_RH_Default_pCunPCC_3,16.25,16.5,158.5,0.527769703238389,False
216,Cereb_I_II_L,18.55,33.0714,62.5,0.007011592282943647,True
217,Cereb_I_II_R,13.0,28.3571,68.5,0.012842887094653898,True
218,Cereb_III_VI_L,27.5,17.5714,191.0,0.07682191895538526,False
219,Cereb_III_VI_R,28.45,22.5,167.5,0.3443905108953291,False
220,Cereb_VII_X_L,21.05,7.5714,256.0,5.203410975477923e-05,True
221,Cereb_VII_X_R,22.65,8.6429,243.5,0.000308435485625951,True
222,Vermis,18.95,18.6429,163.5,0.4203478532297844,False
